date,product,category,demand,price,promotion_flag,month,quarter,week_of_year,lag_1,lag_2,lag_3,rolling_mean_3,rolling_mean_6
2020-05-31,Product_B,Snacks,260.22,19.67,0,5,2,22,305.33,336.46,250.51,297.43333333333334,281.21
2020-06-07,Product_B,Snacks,236.97,89.75,0,6,2,23,260.22,305.33,336.46,300.67,277.7316666666667
2020-06-14,Product_B,Snacks,257.23,61.79,0,6,2,24,236.97,260.22,305.33,267.50666666666666,274.88
2020-06-21,Product_B,Snacks,216.26,46.96,0,6,2,25,257.23,236.97,260.22,251.47333333333336,274.4533333333333
2020-06-28,Product_B,Snacks,236.55,46.06,0,6,2,26,216.26,257.23,236.97,236.82000000000002,268.745
2020-07-05,Product_B,Snacks,205.74,70.02,0,7,3,27,236.55,216.26,257.23,236.67999999999998,252.09333333333333
2020-07-12,Product_B,Snacks,241.94,34.49,1,7,3,28,205.74,236.55,216.26,219.51666666666665,235.495
2020-07-19,Product_B,Snacks,201.29,25.28,0,7,3,29,241.94,205.74,236.55,228.07666666666668,232.44833333333335
2020-07-26,Product_B,Snacks,291.01,33.09,1,7,3,30,201.29,241.94,205.74,216.32333333333335,226.50166666666667
2020-08-02,Product_B,Snacks,200.88,75.12,0,8,3,31,291.01,201.29,241.94,244.74666666666667,232.13166666666666
2020-08-09,Product_B,Snacks,278.62,56.1,1,8,3,32,200.88,291.01,201.29,231.06000000000003,229.5683333333333
2020-08-16,Product_B,Snacks,200.02,78.33,0,8,3,33,278.62,200.88,291.01,256.83666666666664,236.58
2020-08-23,Product_B,Snacks,256.49,39.35,1,8,3,34,200.02,278.62,200.88,226.5066666666667,235.62666666666667
2020-08-30,Product_B,Snacks,183.56,50.7,0,8,3,35,256.49,200.02,278.62,245.04333333333338,238.05166666666665
2020-09-06,Product_B,Snacks,168.59,73.88,0,9,3,36,183.56,256.49,200.02,213.3566666666667,235.09666666666666
2020-09-13,Product_B,Snacks,182.01,86.65,0,9,3,37,168.59,183.56,256.49,202.88000000000002,214.69333333333336
2020-09-20,Product_B,Snacks,221.7,47.82,0,9,3,38,182.01,168.59,183.56,178.05333333333337,211.54833333333337
2020-09-27,Product_B,Snacks,233.78,78.07,0,9,3,39,221.7,182.01,168.59,190.76666666666668,202.06166666666664
2020-10-04,Product_B,Snacks,189.51,82.13,0,10,4,40,233.78,221.7,182.01,212.49666666666667,207.68833333333336
2020-10-11,Product_B,Snacks,206.02,61.05,0,10,4,41,189.51,233.78,221.7,214.99666666666667,196.525
2020-10-18,Product_B,Snacks,252.54,70.31,1,10,4,42,206.02,189.51,233.78,209.77000000000007,200.26833333333335
2020-10-25,Product_B,Snacks,197.99,66.02,0,10,4,43,252.54,206.02,189.51,216.0233333333334,214.26
2020-11-01,Product_B,Snacks,296.44,15.91,1,11,4,44,197.99,252.54,206.02,218.85000000000005,216.92333333333332
2020-11-08,Product_B,Snacks,193.62,70.31,0,11,4,45,296.44,197.99,252.54,248.99000000000004,229.38000000000002
2020-11-15,Product_B,Snacks,199.57,73.1,0,11,4,46,193.62,296.44,197.99,229.35000000000005,222.68666666666664
2020-11-22,Product_B,Snacks,248.46,28.89,0,11,4,47,199.57,193.62,296.44,229.8766666666667,224.36333333333334
2020-11-29,Product_B,Snacks,243.45,16.57,0,11,4,48,248.46,199.57,193.62,213.88333333333335,231.43666666666664
2020-12-06,Product_B,Snacks,311.87,87.59,1,12,4,49,243.45,248.46,199.57,230.49333333333337,229.92166666666665
2020-12-13,Product_B,Snacks,229.76,43.65,0,12,4,50,311.87,243.45,248.46,267.92666666666673,248.90166666666664
2020-12-20,Product_B,Snacks,271.22,24.1,0,12,4,51,229.76,311.87,243.45,261.6933333333334,237.78833333333333
2020-12-27,Product_B,Snacks,250.12,54.77,0,12,4,52,271.22,229.76,311.87,270.95000000000005,250.72166666666666
2021-01-03,Product_B,Snacks,302.24,87.64,1,1,1,53,250.12,271.22,229.76,250.3666666666667,259.1466666666667
2021-01-10,Product_B,Snacks,274.19,60.14,0,1,1,1,302.24,250.12,271.22,274.5266666666667,268.11
2021-01-17,Product_B,Snacks,264.71,71.11,0,1,1,2,274.19,302.24,250.12,275.5166666666667,273.23333333333335
2021-01-24,Product_B,Snacks,344.33,40.37,1,1,1,3,264.71,274.19,302.24,280.38000000000005,265.3733333333334
2021-01-31,Product_B,Snacks,246.98,31.85,0,1,1,4,344.33,264.71,274.19,294.41,284.4683333333333
2021-02-07,Product_B,Snacks,237.38,60.97,0,2,1,5,246.98,344.33,264.71,285.3400000000001,280.42833333333334
2021-02-14,Product_B,Snacks,274.98,33.05,0,2,1,6,237.38,246.98,344.33,276.2300000000001,278.305
2021-02-21,Product_B,Snacks,266.49,63.44,0,2,1,7,274.98,237.38,246.98,253.11333333333337,273.76166666666666
2021-02-28,Product_B,Snacks,265.3,76.2,0,2,1,8,266.49,274.98,237.38,259.61666666666673,272.4783333333333
2021-03-07,Product_B,Snacks,284.94,49.54,0,3,1,9,265.3,266.49,274.98,268.9233333333334,272.57666666666665
2021-03-14,Product_B,Snacks,286.65,69.64,0,3,1,10,284.94,265.3,266.49,272.2433333333334,262.67833333333334
2021-03-21,Product_B,Snacks,361.61,55.88,1,3,1,11,286.65,284.94,265.3,278.96333333333337,269.28999999999996
2021-03-28,Product_B,Snacks,278.29,85.3,0,3,1,12,361.61,286.65,284.94,311.0666666666668,289.995
2021-04-04,Product_B,Snacks,268.52,31.01,0,4,2,13,278.29,361.61,286.65,308.8500000000001,290.5466666666667
2021-04-11,Product_B,Snacks,273.65,78.05,0,4,2,14,268.52,278.29,361.61,302.80666666666673,290.885
2021-04-18,Product_B,Snacks,304.34,53.13,0,4,2,15,273.65,268.52,278.29,273.48666666666674,292.2766666666667
2021-04-25,Product_B,Snacks,286.75,57.38,0,4,2,16,304.34,273.65,268.52,282.17,295.51
2021-05-02,Product_B,Snacks,262.92,72.08,0,5,2,17,286.75,304.34,273.65,288.24666666666667,295.52666666666664
2021-05-09,Product_B,Snacks,320.79,49.62,1,5,2,18,262.92,286.75,304.34,284.6700000000001,279.0783333333333
2021-05-16,Product_B,Snacks,251.97,30.3,0,5,2,19,320.79,262.92,286.75,290.1533333333334,286.1616666666667
2021-05-23,Product_B,Snacks,236.09,69.98,0,5,2,20,251.97,320.79,262.92,278.56000000000006,283.40333333333336
2021-05-30,Product_B,Snacks,263.93,73.78,0,5,2,21,236.09,251.97,320.79,269.61666666666673,277.1433333333333
2021-06-06,Product_B,Snacks,238.34,15.39,0,6,2,22,263.93,236.09,251.97,250.6633333333334,270.40833333333336
2021-06-13,Product_B,Snacks,256.69,42.6,0,6,2,23,238.34,263.93,236.09,246.12000000000003,262.34
2021-06-20,Product_B,Snacks,262.18,26.17,0,6,2,24,256.69,238.34,263.93,252.98666666666676,261.3016666666667
2021-06-27,Product_B,Snacks,238.98,42.62,0,6,2,25,262.18,256.69,238.34,252.40333333333342,251.53333333333333
2021-07-04,Product_B,Snacks,224.13,69.16,0,7,3,26,238.98,262.18,256.69,252.6166666666667,249.36833333333334
2021-07-11,Product_B,Snacks,242.4,45.95,0,7,3,27,224.13,238.98,262.18,241.7633333333334,247.375
2021-07-18,Product_B,Snacks,207.14,15.24,0,7,3,28,242.4,224.13,238.98,235.17000000000007,243.78666666666666
2021-07-25,Product_B,Snacks,254.33,21.97,0,7,3,29,207.14,242.4,224.13,224.55666666666673,238.58666666666667
2021-08-01,Product_B,Snacks,201.44,51.07,0,8,3,30,254.33,207.14,242.4,234.62333333333342,238.19333333333336
2021-08-08,Product_B,Snacks,213.12,57.11,0,8,3,31,201.44,254.33,207.14,220.97000000000006,228.06999999999996
2021-08-15,Product_B,Snacks,227.1,60.26,0,8,3,32,213.12,201.44,254.33,222.9633333333334,223.76
2021-08-22,Product_B,Snacks,215.47,76.88,0,8,3,33,227.1,213.12,201.44,213.88666666666674,224.255
2021-08-29,Product_B,Snacks,216.23,20.78,0,8,3,34,215.47,227.1,213.12,218.56333333333342,219.76666666666665
2021-09-05,Product_B,Snacks,194.51,68.08,0,9,3,35,216.23,215.47,227.1,219.60000000000005,221.28166666666667
2021-09-12,Product_B,Snacks,186.11,53.8,0,9,3,36,194.51,216.23,215.47,208.73666666666676,211.31166666666664
2021-09-19,Product_B,Snacks,204.34,47.55,0,9,3,37,186.11,194.51,216.23,198.95000000000005,208.75666666666666
2021-09-26,Product_B,Snacks,300.8,31.55,1,9,3,38,204.34,186.11,194.51,194.98666666666676,207.29333333333332
2021-10-03,Product_B,Snacks,214.6,84.98,0,10,4,39,300.8,204.34,186.11,230.41666666666674,219.57666666666668
2021-10-10,Product_B,Snacks,234.6,46.59,0,10,4,40,214.6,300.8,204.34,239.9133333333334,219.43166666666664
2021-10-17,Product_B,Snacks,286.22,45.74,1,10,4,41,234.6,214.6,300.8,250.00000000000009,222.49333333333334
2021-10-24,Product_B,Snacks,247.08,43.79,0,10,4,42,286.22,234.6,214.6,245.1400000000001,237.77833333333334
2021-10-31,Product_B,Snacks,241.59,42.17,0,10,4,43,247.08,286.22,234.6,255.96666666666673,247.93999999999997
2021-11-07,Product_B,Snacks,237.16,16.96,0,11,4,44,241.59,247.08,286.22,258.29666666666674,254.1483333333333
2021-11-14,Product_B,Snacks,186.67,85.55,0,11,4,45,237.16,241.59,247.08,241.9433333333334,243.54166666666666
2021-11-21,Product_B,Snacks,236.27,47.22,0,11,4,46,186.67,237.16,241.59,221.80666666666673,238.88666666666668
2021-11-28,Product_B,Snacks,217.04,51.22,0,11,4,47,236.27,186.67,237.16,220.03333333333342,239.165
2021-12-05,Product_B,Snacks,314.76,21.05,1,12,4,48,217.04,236.27,186.67,213.32666666666674,227.635
2021-12-12,Product_B,Snacks,271.67,69.71,0,12,4,49,314.76,217.04,236.27,256.02333333333337,238.915
2021-12-19,Product_B,Snacks,233.96,26.92,0,12,4,50,271.67,314.76,217.04,267.82333333333344,243.92833333333337
2021-12-26,Product_B,Snacks,247.45,64.27,0,12,4,51,233.96,271.67,314.76,273.4633333333334,243.395
2022-01-02,Product_B,Snacks,270.27,20.17,0,1,1,52,247.45,233.96,271.67,251.02666666666676,253.52499999999998
2022-01-09,Product_B,Snacks,265.21,33.52,0,1,1,1,270.27,247.45,233.96,250.5600000000001,259.19166666666666
2022-01-16,Product_B,Snacks,284.79,33.72,0,1,1,2,265.21,270.27,247.45,260.97666666666674,267.21999999999997
2022-01-23,Product_B,Snacks,244.94,73.25,0,1,1,3,284.79,265.21,270.27,273.4233333333334,262.22499999999997
2022-01-30,Product_B,Snacks,284.57,51.57,1,1,1,4,244.94,284.79,265.21,264.9800000000001,257.77
2022-02-06,Product_B,Snacks,286.04,82.49,0,2,1,5,284.57,244.94,284.79,271.4333333333334,266.205
2022-02-13,Product_B,Snacks,338.75,64.78,1,2,1,6,286.04,284.57,244.94,271.8500000000001,272.6366666666667
2022-02-20,Product_B,Snacks,295.65,18.92,0,2,1,7,338.75,286.04,284.57,303.1200000000001,284.05
2022-02-27,Product_B,Snacks,296.71,34.51,0,2,1,8,295.65,338.75,286.04,306.81333333333345,289.12333333333333
2022-03-06,Product_B,Snacks,260.24,57.4,0,3,1,9,296.71,295.65,338.75,310.3700000000001,291.10999999999996
2022-03-13,Product_B,Snacks,246.38,87.9,0,3,1,10,260.24,296.71,295.65,284.2000000000001,293.66
2022-03-20,Product_B,Snacks,373.0,26.34,1,3,1,11,246.38,260.24,296.71,267.7766666666667,287.295
2022-03-27,Product_B,Snacks,291.83,33.82,0,3,1,12,373.0,246.38,260.24,293.20666666666676,301.78833333333336
2022-04-03,Product_B,Snacks,306.03,23.61,0,4,2,13,291.83,373.0,246.38,303.73666666666674,293.9683333333333
2022-04-10,Product_B,Snacks,277.7,69.21,0,4,2,14,306.03,291.83,373.0,323.62000000000006,295.6983333333333
2022-04-17,Product_B,Snacks,280.29,21.13,0,4,2,15,277.7,306.03,291.83,291.8533333333334,292.53
2022-04-24,Product_B,Snacks,286.88,51.35,0,4,2,16,280.29,277.7,306.03,288.0066666666668,295.87166666666667
2022-05-01,Product_B,Snacks,282.78,45.88,0,5,2,17,286.88,280.29,277.7,281.6233333333334,302.6216666666666
2022-05-08,Product_B,Snacks,264.9,55.91,0,5,2,18,282.78,286.88,280.29,283.3166666666668,287.585
2022-05-15,Product_B,Snacks,253.49,49.44,0,5,2,19,264.9,282.78,286.88,278.1866666666668,283.09666666666664
2022-05-22,Product_B,Snacks,311.37,73.97,1,5,2,20,253.49,264.9,282.78,267.0566666666668,274.34
2022-05-29,Product_B,Snacks,317.32,39.77,1,5,2,21,311.37,253.49,264.9,276.58666666666676,279.95166666666665
2022-06-05,Product_B,Snacks,252.25,53.95,0,6,2,22,317.32,311.37,253.49,294.0600000000001,286.1233333333333
2022-06-12,Product_B,Snacks,235.67,80.29,0,6,2,23,252.25,317.32,311.37,293.64666666666676,280.3516666666667
2022-06-19,Product_B,Snacks,263.48,48.84,0,6,2,24,235.67,252.25,317.32,268.4133333333334,272.5
2022-06-26,Product_B,Snacks,245.87,52.34,0,6,2,25,263.48,235.67,252.25,250.46666666666678,272.2633333333333
2022-07-03,Product_B,Snacks,280.62,64.26,1,7,3,26,245.87,263.48,235.67,248.34000000000012,270.99333333333334
2022-07-10,Product_B,Snacks,239.99,87.34,0,7,3,27,280.62,245.87,263.48,263.32333333333344,265.86833333333334
2022-07-17,Product_B,Snacks,244.33,54.25,0,7,3,28,239.99,280.62,245.87,255.49333333333345,252.98
2022-07-24,Product_B,Snacks,214.55,62.59,0,7,3,29,244.33,239.99,280.62,254.98000000000013,251.66
2022-07-31,Product_B,Snacks,231.98,44.7,0,7,3,30,214.55,244.33,239.99,232.9566666666668,248.14000000000001
2022-08-07,Product_B,Snacks,288.95,67.19,1,8,3,31,231.98,214.55,244.33,230.28666666666678,242.89000000000001
2022-08-14,Product_B,Snacks,212.86,38.76,0,8,3,32,288.95,231.98,214.55,245.16000000000008,250.07000000000002
2022-08-21,Product_B,Snacks,200.91,82.05,0,8,3,33,212.86,288.95,231.98,244.5966666666668,238.77666666666667
2022-08-28,Product_B,Snacks,258.06,26.41,0,8,3,34,200.91,212.86,288.95,234.24000000000012,232.26333333333332
2022-09-04,Product_B,Snacks,247.14,81.18,1,9,3,35,258.06,200.91,212.86,223.94333333333347,234.55166666666665
2022-09-11,Product_B,Snacks,209.08,52.89,0,9,3,36,247.14,258.06,200.91,235.37000000000012,239.98333333333332
2022-09-18,Product_B,Snacks,215.42,65.09,0,9,3,37,209.08,247.14,258.06,238.09333333333345,236.16666666666666
2022-09-25,Product_B,Snacks,213.72,27.45,0,9,3,38,215.42,209.08,247.14,223.8800000000001,223.91166666666666
2022-10-02,Product_B,Snacks,304.73,15.95,1,10,4,39,213.72,215.42,209.08,212.7400000000001,224.05499999999998
2022-10-09,Product_B,Snacks,225.55,54.55,0,10,4,40,304.73,213.72,215.42,244.62333333333342,241.35833333333335
2022-10-16,Product_B,Snacks,279.86,69.86,1,10,4,41,225.55,304.73,213.72,248.00000000000009,235.94000000000003
2022-10-23,Product_B,Snacks,212.31,79.36,0,10,4,42,279.86,225.55,304.73,270.0466666666668,241.39333333333335
2022-10-30,Product_B,Snacks,242.7,38.58,0,10,4,43,212.31,279.86,225.55,239.2400000000001,241.9316666666667
2022-11-06,Product_B,Snacks,186.8,76.62,0,11,4,44,242.7,212.31,279.86,244.95666666666673,246.47833333333335
2022-11-13,Product_B,Snacks,213.25,77.12,0,11,4,45,186.8,242.7,212.31,213.93666666666672,241.99166666666667
2022-11-20,Product_B,Snacks,250.95,28.03,0,11,4,46,213.25,186.8,242.7,214.25000000000009,226.745
2022-11-27,Product_B,Snacks,307.15,32.99,1,11,4,47,250.95,213.25,186.8,217.00000000000009,230.97833333333335
2022-12-04,Product_B,Snacks,342.65,41.1,1,12,4,48,307.15,250.95,213.25,257.11666666666673,235.52666666666664
2022-12-11,Product_B,Snacks,241.21,61.57,0,12,4,49,342.65,307.15,250.95,300.25000000000006,257.25
2022-12-18,Product_B,Snacks,249.86,78.11,0,12,4,50,241.21,342.65,307.15,297.0033333333334,257.00166666666667
2022-12-25,Product_B,Snacks,255.86,24.47,0,12,4,51,249.86,241.21,342.65,277.9066666666667,267.51166666666666
2023-01-01,Product_B,Snacks,263.25,39.38,0,1,1,52,255.86,249.86,241.21,248.97666666666677,274.61333333333334
2023-01-08,Product_B,Snacks,327.54,79.18,1,1,1,1,263.25,255.86,249.86,256.32333333333344,276.66333333333336
2023-01-15,Product_B,Snacks,277.19,77.78,0,1,1,2,327.54,263.25,255.86,282.21666666666675,280.06166666666667
2023-01-22,Product_B,Snacks,244.55,53.45,0,1,1,3,277.19,327.54,263.25,289.32666666666677,269.15166666666664
2023-01-29,Product_B,Snacks,282.81,30.95,0,1,1,4,244.55,277.19,327.54,283.0933333333334,269.7083333333333
2023-02-05,Product_B,Snacks,280.39,72.45,0,2,1,5,282.81,244.55,277.19,268.18333333333345,275.2
2023-02-12,Product_B,Snacks,286.39,64.87,0,2,1,6,280.39,282.81,244.55,269.25000000000006,279.28833333333336
2023-02-19,Product_B,Snacks,277.04,57.03,0,2,1,7,286.39,280.39,282.81,283.1966666666668,283.145
2023-02-26,Product_B,Snacks,365.34,48.53,1,2,1,8,277.04,286.39,280.39,281.27333333333337,274.7283333333333
2023-03-05,Product_B,Snacks,287.71,43.53,0,3,1,9,365.34,277.04,286.39,309.5900000000001,289.42
2023-03-12,Product_B,Snacks,285.59,23.3,0,3,1,10,287.71,365.34,277.04,310.03000000000003,296.6133333333333
2023-03-19,Product_B,Snacks,278.31,83.86,0,3,1,11,285.59,287.71,365.34,312.88000000000005,297.07666666666665
2023-03-26,Product_B,Snacks,290.07,79.38,0,3,1,12,278.31,285.59,287.71,283.87000000000006,296.73
2023-04-02,Product_B,Snacks,272.61,75.37,0,4,2,13,290.07,278.31,285.59,284.6566666666667,297.3433333333333
2023-04-09,Product_B,Snacks,320.4,87.21,1,4,2,14,272.61,290.07,278.31,280.3300000000001,296.605
2023-04-16,Product_B,Snacks,306.13,36.11,0,4,2,15,320.4,272.61,290.07,294.36000000000007,289.11499999999995
2023-04-23,Product_B,Snacks,296.8,23.44,0,4,2,16,306.13,320.4,272.61,299.7133333333334,292.185
2023-04-30,Product_B,Snacks,382.7,33.14,1,4,2,17,296.8,306.13,320.4,307.7766666666667,294.05333333333334
2023-05-07,Product_B,Snacks,346.63,50.16,1,5,2,18,382.7,296.8,306.13,328.5433333333334,311.45166666666665
2023-05-14,Product_B,Snacks,245.09,37.49,0,5,2,19,346.63,382.7,296.8,342.04333333333335,320.87833333333333
2023-05-21,Product_B,Snacks,294.81,18.61,0,5,2,20,245.09,346.63,382.7,324.8066666666668,316.29166666666663
2023-05-28,Product_B,Snacks,305.62,28.9,0,5,2,21,294.81,245.09,346.63,295.51000000000005,312.02666666666664
2023-06-04,Product_B,Snacks,319.73,32.96,1,6,2,22,305.62,294.81,245.09,281.8400000000001,311.94166666666666
2023-06-11,Product_B,Snacks,327.82,77.35,1,6,2,23,319.73,305.62,294.81,306.7200000000001,315.7633333333333
2023-06-18,Product_B,Snacks,275.56,23.62,0,6,2,24,327.82,319.73,305.62,317.7233333333334,306.6166666666667
2023-06-25,Product_B,Snacks,258.78,57.88,0,6,2,25,275.56,327.82,319.73,307.70333333333343,294.7716666666667
2023-07-02,Product_B,Snacks,222.54,47.28,0,7,3,26,258.78,275.56,327.82,287.3866666666667,297.05333333333334
2023-07-09,Product_B,Snacks,198.82,60.14,0,7,3,27,222.54,258.78,275.56,252.29333333333338,285.0083333333334
2023-07-16,Product_B,Snacks,262.12,48.25,0,7,3,28,198.82,222.54,258.78,226.7133333333334,267.2083333333333
2023-07-23,Product_B,Snacks,252.14,67.7,0,7,3,29,262.12,198.82,222.54,227.82666666666674,257.6066666666666
2023-07-30,Product_B,Snacks,228.47,53.43,0,7,3,30,252.14,262.12,198.82,237.6933333333334,244.99333333333334
2023-08-06,Product_B,Snacks,201.75,63.92,0,8,3,31,228.47,252.14,262.12,247.57666666666674,237.145
2023-08-13,Product_B,Snacks,218.31,60.05,0,8,3,32,201.75,228.47,252.14,227.4533333333334,227.64000000000001
2023-08-20,Product_B,Snacks,257.23,20.32,0,8,3,33,218.31,201.75,228.47,216.17666666666673,226.93499999999997
2023-08-27,Product_B,Snacks,211.48,42.14,0,8,3,34,257.23,218.31,201.75,225.7633333333334,236.67
2023-09-03,Product_B,Snacks,280.69,35.76,1,9,3,35,211.48,257.23,218.31,229.00666666666675,228.23000000000002
2023-09-10,Product_B,Snacks,193.29,39.85,0,9,3,36,280.69,211.48,257.23,249.80000000000007,232.98833333333332
2023-09-17,Product_B,Snacks,217.47,36.05,0,9,3,37,193.29,280.69,211.48,228.4866666666667,227.125
2023-09-24,Product_B,Snacks,209.17,53.74,0,9,3,38,217.47,193.29,280.69,230.48333333333338,229.74499999999998
2023-10-01,Product_B,Snacks,205.49,57.9,0,10,4,39,209.17,217.47,193.29,206.6433333333334,228.22166666666666
2023-10-08,Product_B,Snacks,221.15,37.01,0,10,4,40,205.49,209.17,217.47,210.71000000000006,219.59833333333333
2023-10-15,Product_B,Snacks,292.21,61.28,1,10,4,41,221.15,205.49,209.17,211.93666666666672,221.21
2023-10-22,Product_B,Snacks,304.47,40.89,1,10,4,42,292.21,221.15,205.49,239.61666666666676,223.13000000000002
2023-10-29,Product_B,Snacks,216.9,67.67,0,10,4,43,304.47,292.21,221.15,272.61000000000007,241.66
2023-11-05,Product_B,Snacks,228.64,24.86,0,11,4,44,216.9,304.47,292.21,271.19333333333344,241.56500000000003
2023-11-12,Product_B,Snacks,209.38,45.83,0,11,4,45,228.64,216.9,304.47,250.00333333333342,244.81000000000003
2023-11-19,Product_B,Snacks,202.6,68.55,0,11,4,46,209.38,228.64,216.9,218.30666666666673,245.45833333333334
2023-11-26,Product_B,Snacks,241.5,86.63,0,11,4,47,202.6,209.38,228.64,213.54000000000008,242.36666666666665
2023-12-03,Product_B,Snacks,254.09,15.12,0,12,4,48,241.5,202.6,209.38,217.82666666666674,233.91499999999996
2023-12-10,Product_B,Snacks,264.1,19.46,0,12,4,49,254.09,241.5,202.6,232.7300000000001,225.51833333333335
2023-12-17,Product_B,Snacks,245.16,66.49,0,12,4,50,264.1,254.09,241.5,253.2300000000001,233.385
2023-12-24,Product_B,Snacks,240.29,42.68,0,12,4,51,245.16,264.1,254.09,254.45000000000007,236.13833333333332
2023-12-31,Product_B,Snacks,315.24,46.42,1,12,4,52,240.29,245.16,264.1,249.85000000000005,241.29
2024-01-07,Product_B,Snacks,338.91,41.61,1,1,1,1,315.24,240.29,245.16,266.89666666666676,260.06333333333333
2024-01-14,Product_B,Snacks,250.18,65.14,0,1,1,2,338.91,315.24,240.29,298.14666666666676,276.29833333333335
2024-01-21,Product_B,Snacks,306.38,15.76,0,1,1,3,250.18,338.91,315.24,301.44333333333344,275.6466666666667
2024-01-28,Product_B,Snacks,281.51,83.5,0,1,1,4,306.38,250.18,338.91,298.49000000000007,282.6933333333333
2024-02-04,Product_B,Snacks,298.53,24.04,0,2,1,5,281.51,306.38,250.18,279.35666666666674,288.75166666666667
2024-02-11,Product_B,Snacks,274.59,19.98,0,2,1,6,298.53,281.51,306.38,295.47333333333336,298.4583333333333
2024-02-18,Product_B,Snacks,352.41,46.65,1,2,1,7,274.59,298.53,281.51,284.8766666666667,291.68333333333334
2024-02-25,Product_B,Snacks,277.29,51.45,0,2,1,8,352.41,274.59,298.53,308.51000000000005,293.93333333333334
2024-03-03,Product_B,Snacks,354.76,56.9,1,3,1,9,277.29,352.41,274.59,301.43000000000006,298.45166666666665
2024-03-10,Product_B,Snacks,304.48,69.69,0,3,1,10,354.76,277.29,352.41,328.1533333333334,306.51500000000004
2024-03-17,Product_B,Snacks,300.69,47.24,0,3,1,11,304.48,354.76,277.29,312.17666666666673,310.3433333333333
2024-03-24,Product_B,Snacks,313.7,35.65,0,3,1,12,300.69,304.48,354.76,319.97666666666674,310.7033333333333
2024-03-31,Product_B,Snacks,274.72,74.88,0,3,1,13,313.7,300.69,304.48,306.2900000000001,317.2216666666667
2024-04-07,Product_B,Snacks,278.06,79.32,0,4,2,14,274.72,313.7,300.69,296.37000000000006,304.27333333333337
2024-04-14,Product_B,Snacks,299.84,58.66,0,4,2,15,278.06,274.72,313.7,288.82666666666677,304.40166666666664
2024-04-21,Product_B,Snacks,303.45,60.08,0,4,2,16,299.84,278.06,274.72,284.20666666666676,295.2483333333334
2024-04-28,Product_B,Snacks,313.32,27.51,0,4,2,17,303.45,299.84,278.06,293.78333333333336,295.07666666666665
2024-05-05,Product_B,Snacks,275.02,25.69,0,5,2,18,313.32,303.45,299.84,305.53666666666675,297.1816666666667
2024-05-12,Product_B,Snacks,358.83,16.91,1,5,2,19,275.02,313.32,303.45,297.2633333333334,290.73499999999996
2024-05-19,Product_B,Snacks,261.46,62.77,0,5,2,20,358.83,275.02,313.32,315.72333333333336,304.75333333333333
2024-05-26,Product_B,Snacks,273.82,38.34,0,5,2,21,261.46,358.83,275.02,298.4366666666667,301.9866666666667
2024-06-02,Product_B,Snacks,231.69,60.43,0,6,2,22,273.82,261.46,358.83,298.0366666666667,297.65
2024-06-09,Product_B,Snacks,245.85,49.05,0,6,2,23,231.69,273.82,261.46,255.65666666666675,285.69
2024-06-16,Product_B,Snacks,253.88,25.54,0,6,2,24,245.85,231.69,273.82,250.4533333333334,274.445
2024-06-23,Product_B,Snacks,246.56,87.3,0,6,2,25,253.88,245.85,231.69,243.80666666666673,270.9216666666667
2024-06-30,Product_B,Snacks,262.69,17.92,0,6,2,26,246.56,253.88,245.85,248.7633333333334,252.21
2024-07-07,Product_B,Snacks,301.89,16.75,1,7,3,27,262.69,246.56,253.88,254.37666666666675,252.41500000000005
2024-07-14,Product_B,Snacks,247.6,49.39,0,7,3,28,301.89,262.69,246.56,270.38000000000005,257.0933333333333
2024-07-21,Product_B,Snacks,285.87,86.69,1,7,3,29,247.6,301.89,262.69,270.72666666666674,259.74499999999995
2024-07-28,Product_B,Snacks,250.41,81.63,0,7,3,30,285.87,247.6,301.89,278.45333333333343,266.415
2024-08-04,Product_B,Snacks,233.96,36.63,0,8,3,31,250.41,285.87,247.6,261.2933333333334,265.8366666666667
2024-08-11,Product_B,Snacks,198.18,44.21,0,8,3,32,233.96,250.41,285.87,256.7466666666667,263.7366666666667
2024-08-18,Product_B,Snacks,210.45,26.56,0,8,3,33,198.18,233.96,250.41,227.51666666666674,252.98499999999999
2024-08-25,Product_B,Snacks,234.14,55.63,0,8,3,34,210.45,198.18,233.96,214.19666666666674,237.745
2024-09-01,Product_B,Snacks,231.29,37.67,0,9,3,35,234.14,210.45,198.18,214.25666666666675,235.5016666666667
2024-09-08,Product_B,Snacks,221.68,29.6,0,9,3,36,231.29,234.14,210.45,225.2933333333334,226.405
2024-09-15,Product_B,Snacks,201.97,87.48,0,9,3,37,221.68,231.29,234.14,229.03666666666675,221.61666666666665
2024-09-22,Product_B,Snacks,203.14,41.05,0,9,3,38,201.97,221.68,231.29,218.31333333333342,216.28499999999997
2024-09-29,Product_B,Snacks,220.95,61.97,0,9,3,39,203.14,201.97,221.68,208.93000000000006,217.11166666666668
2024-10-06,Product_B,Snacks,245.35,45.13,0,10,4,40,220.95,203.14,201.97,208.68666666666672,218.86166666666668
2024-10-13,Product_B,Snacks,264.19,30.1,0,10,4,41,245.35,220.95,203.14,223.14666666666673,220.73000000000002
2024-10-20,Product_B,Snacks,279.31,17.96,0,10,4,42,264.19,245.35,220.95,243.49666666666675,226.21333333333328
2024-10-27,Product_B,Snacks,189.48,87.3,0,10,4,43,279.31,264.19,245.35,262.9500000000001,235.81833333333336
2024-11-03,Product_B,Snacks,253.12,69.16,0,11,4,44,189.48,279.31,264.19,244.32666666666674,233.73666666666668
